ds,yhat
2019-09-19,0.2419923448029601
2019-09-20,0.05364895884321608
2019-09-21,0.15021916078415315
2019-09-22,0.12042615241727114
2019-09-23,0.33974770019728306
2019-09-24,0.32906830798692155
2019-09-25,0.4660938228856731
2019-09-26,0.41038652861940916
2019-09-27,0.2262981374736307
2019-09-28,0.3237090307721698
2019-09-29,0.29120904044472246
2019-09-30,0.5042364672704802
2019-10-01,0.483730592465325
2019-10-02,0.6075439754286641
2019-10-03,0.5354726984619604
2019-10-04,0.3321821465578375
2019-10-05,0.4079369140406174
2019-10-06,0.35177042920521845
2019-10-07,0.5396113385176455
2019-10-08,0.4929222897887947
2019-10-09,0.5902135251168616
2019-10-10,0.4917113150125486
2019-10-11,0.26261634419038227
2019-10-12,0.3137039502038358
2019-10-13,0.2344807433808592
2019-10-14,0.40129929239534745
2019-10-15,0.3359868239445257
2019-10-16,0.41723489420630455
2019-10-17,0.3056088120280934
2019-10-18,0.06645495813216737
2019-10-19,0.11061507022548456
2019-10-20,0.027583472589505206
2019-10-21,0.1936245786262919
2019-10-22,0.13040648547109962
2019-10-23,0.21639743041778045
2019-10-24,0.1118836491014464
2019-10-25,-0.11811350442574234
2019-10-26,-0.06311242496103237
2019-10-27,-0.13400247625937456
2019-10-28,0.04508540614864312
2019-10-29,-0.004575813166120435
2019-10-30,0.0950986925979893
2019-10-31,0.004034268631840393
2019-11-01,-0.2130763194539592
2019-11-02,-0.14603925899438538
2019-11-03,-0.20598393127498554
2019-11-04,-0.017228227730490236
2019-11-05,-0.05862960558734545
2019-11-06,0.047824468371699486
2019-11-07,-0.037955115601910144
2019-11-08,-0.2512343286800145
2019-11-09,-0.18172621946293555
2019-11-10,-0.24042056064348385
2019-11-11,-0.05145592762592957
2019-11-12,-0.09347862944028468
2019-11-13,0.011758134275775378
2019-11-14,-0.07558661483043377
2019-11-15,-0.2905263398875345
2019-11-16,-0.22252661440938512
2019-11-17,-0.28234379702645085
2019-11-18,-0.09390546989341031
2019-11-19,-0.13567679989229323
2019-11-20,-0.029265968595122496
