ds,yhat
2015-01-01,-0.8555310592131797
2015-01-02,-0.3856973100868051
2015-01-03,0.8704160508992014
2015-01-04,-1.1285478393255572
2015-01-05,1.1746175275653017
2015-01-06,1.0364713694392873
2015-01-07,-0.3637793799799476
2015-01-08,-1.1865529888753303
2015-01-09,-0.7970763639706604
2015-01-10,0.38531546846351805
2015-01-11,-1.6793762242896193
2015-01-12,0.567293748143503
2015-01-13,0.38297847133341056
2015-01-14,-1.0521897590106901
2015-01-15,-1.8978938066012896
2015-01-16,-1.5188337850072635
2015-01-17,-0.33404185736225056
2015-01-18,-2.38344930872069
2015-01-19,-0.10878612470854554
2015-01-20,-0.2528195779079119
2015-01-21,-1.6360805352590337
2015-01-22,-2.4191503278417668
2015-01-23,-1.9678501450140216
2015-01-24,-0.7025379884249672
2015-01-25,-2.6646529236604186
2015-01-26,-0.2975871679604172
2015-01-27,-0.34589294997278675
2015-01-28,-1.63197341469185
2015-01-29,-2.3183310916689583
2015-01-30,-1.7727166702345478
2015-01-31,-0.41738398846262825
2015-02-01,-2.295591914868683
2015-02-02,0.14756534833886414
2015-02-03,0.16599158999502173
2015-02-04,-1.064064743888844
2015-02-05,-1.7062250457574732
2015-02-06,-1.129099877461293
2015-02-07,0.24448010915540097
2015-02-08,-1.6290197571782947
2015-02-09,0.8053427566183591
2015-02-10,0.8018241567552993
2015-02-11,-0.4626615391973603
2015-02-12,-1.1507683052356468
2015-02-13,-0.6298559415564426
2015-02-14,0.6787532811560326
2015-02-15,-1.2667417827107776
2015-02-16,1.090521197299223
2015-02-17,1.0068615523077695
2015-02-18,-0.3386492813278643
2015-02-19,-1.1064645727000322
2015-02-20,-0.6617533902897028
2015-02-21,0.5762888433137188
2015-02-22,-1.4321292697576462
2015-02-23,0.8716960808799668
2015-02-24,0.7457096502787524
2015-02-25,-0.6296508971372239
2015-02-26,-1.4137691168645068
2015-02-27,-0.9710713313301458
2015-02-28,0.2796401128080106
2015-03-01,-1.7013970287378806
2015-03-02,0.6441809759994421
2015-03-03,0.573613473189889
2015-03-04,-0.7337194658763506
2015-03-05,-1.438588988871735
2015-03-06,-0.9071082289735921
2015-03-07,0.4399731403019489
2015-03-08,-1.4392692320569838
2015-03-09,1.011203186314909
2015-03-10,1.0461978355430155
2015-03-11,-0.15738412836100935
2015-03-12,-0.7627782608252573
2015-03-13,-0.13848581382527847
2015-03-14,1.2924921770247777
2015-03-15,-0.5138256509730557
2015-03-16,1.9967897930323035
2015-03-17,2.0776315234051865
2015-03-18,0.9044216962711751
2015-03-19,0.3131134684881536
2015-03-20,0.934785290445268
2015-03-21,2.346420432457389
2015-03-22,0.5044299825675598
2015-03-23,2.963836948384231
2015-03-24,2.9791129469521724
2015-03-25,1.7275169243871091
2015-03-26,1.0468614367676992
2015-03-27,1.5703631636679307
2015-03-28,2.8773715507295368
2015-03-29,0.9268351042957761
2015-03-30,3.276424411622563
2015-03-31,3.1833049289368907
2015-04-01,1.8274106132447008
2015-04-02,1.049145595663541
2015-04-03,1.4841722218554052
2015-04-04,2.714080953005391
2015-04-05,0.6998031475884954
2015-04-06,3.0006871547192553
2015-04-07,2.875231941388618
2015-04-08,1.5043303014597518
2015-04-09,0.728949558340168
2015-04-10,1.1849086850266657
2015-04-11,2.4535473214988444
2015-04-12,0.49514788430134704
2015-04-13,2.8680307591476613
2015-04-14,2.829316237522044
2015-04-15,1.5582044180299355
2015-04-16,0.8936999614738173
2015-04-17,1.4694392737120654
2015-04-18,2.864414437450473
2015-04-19,1.0364533545431285
2015-04-20,3.5413746293546775
2015-04-21,3.633809227769561
2015-04-22,2.490538546368998
2015-04-23,1.9482742561908672
2015-04-24,2.638536074072385
2015-04-25,4.138420504917583
2015-04-26,2.404118916853701
2015-04-27,4.99010258802466
2015-04-28,5.149966099479124
2015-04-29,4.05977829691801
2015-04-30,3.5558660322559454
2015-05-01,4.2696869443935626
2015-05-02,5.778584684031904
2015-05-03,4.039285547433255
2015-05-04,6.607054982752461
2015-05-05,6.736506363762863
2015-05-06,5.604912437435091
2015-05-07,5.049945966584741
2015-05-08,5.704507223828913
2015-05-09,7.147433181531147
2015-05-10,5.336948802496962
2015-05-11,7.829780290392577
2015-05-12,7.881924003560185
2015-05-13,6.671922621396202
2015-05-14,6.038576105337353
2015-05-15,6.615745939026591
2015-05-16,7.983048103169489
2015-05-17,6.099295565506685
2015-05-18,8.52161027388871
2015-05-19,8.50619823568822
2015-05-20,7.231638906965813
2015-05-21,6.5366158344109655
2015-05-22,7.054746221373858
2015-05-23,8.365303872625589
2015-05-24,6.426695140399665
2015-05-25,8.795606583135086
2015-05-26,8.727816564604812
2015-05-27,7.401520626352513
2015-05-28,6.655096195512365
2015-05-29,7.121962973366381
2015-05-30,8.381332230892015
2015-05-31,6.391703545190417
2015-06-01,8.710026774848812
2015-06-02,8.592520796756997
2015-06-03,7.217998365226418
2015-06-04,6.4256224359208165
2015-06-05,6.849750343288863
2015-06-06,8.070659367783978
2015-06-07,6.048012797834253
2015-06-08,8.339985103731465
2015-06-09,8.204038791999569
2015-06-10,6.820203545509237
2015-06-11,6.028784399625317
2015-06-12,6.465156873911891
2015-06-13,7.710444204202606
2015-06-14,5.72493741809597
2015-06-15,8.067178489211827
2015-06-16,7.994700685732005
2015-06-17,6.687278146390364
2015-06-18,5.984612695432128
2015-06-19,6.521116869220513
2015-06-20,7.876589106469931
2015-06-21,6.0096423767249805
2015-06-22,8.476806714655247
2015-06-23,8.533299694658401
2015-06-24,7.356316478406126
2015-06-25,6.782766730694027
2015-06-26,7.444116356712698
2015-06-27,8.917128712174687
2015-06-28,7.15736500899195
2015-06-29,9.718362619139292
2015-06-30,9.852483378359874
2015-07-01,8.734281471711732
2015-07-02,8.198316083433404
2015-07-03,8.874064646125
2015-07-04,10.336729277035731
2015-07-05,8.540794173037886
2015-07-06,11.039250885122538
2015-07-07,11.084482014322344
2015-07-08,9.851651621245166
2015-07-09,9.176526552444534
2015-07-10,9.690383883673885
2015-07-11,10.970796800967062
2015-07-12,8.975156807410734
2015-07-13,11.259849680134195
2015-07-14,11.081076584588102
2015-07-15,9.618169987413467
2015-07-16,8.71132996096577
2015-07-17,8.996438168128426
2015-07-18,10.055743896783003
2015-07-19,7.851282403894039
2015-07-20,9.943945492542014
2015-07-21,9.594198330322351
2015-07-22,7.9852946494902834
2015-07-23,6.9609186673526
2015-07-24,7.159913246206611
2015-07-25,8.166891007308827
2015-07-26,5.945590641308248
2015-07-27,8.057900042139227
2015-07-28,7.764541630246923
2015-07-29,6.248272977412494
2015-07-30,5.351531629472691
2015-07-31,5.7111837700610275
2015-08-01,6.9091731234094516
2015-08-02,4.905931585109221
2015-08-03,7.259472032793228
2015-08-04,7.226157112775117
2015-08-05,5.983995187136793
2015-08-06,5.370390098290181
2015-08-07,6.017001898884985
2015-08-08,7.500512255184581
2015-08-09,5.776153196134982
2015-08-10,8.396916787750332
2015-08-11,8.614436673256453
2015-08-12,7.602389897989444
2015-08-13,7.19434307109091
2015-08-14,8.018697634516556
2015-08-15,9.649525858803047
2015-08-16,8.04015449225603
2015-08-17,10.742412285408548
2015-08-18,11.007531397429041
2015-08-19,10.00955061767254
2015-08-20,9.583144430140296
2015-08-21,10.358533129358143
2015-08-22,11.912266497611856
2015-08-23,10.200739289664128
2015-08-24,12.779356463213043
2015-08-25,12.903340230636339
2015-08-26,11.751029234576336
2015-08-27,11.161596484237714
2015-08-28,11.769844044085374
2015-08-29,13.156869870597486
2015-08-30,11.28346795895617
2015-08-31,13.709182609248392
2015-09-01,13.693011642429074
2015-09-02,12.416611437013293
2015-09-03,11.721932741108876
2015-09-04,12.24594726086114
2015-09-05,13.571262071660485
2015-09-06,11.659484266521469
2015-09-07,14.070257474406361
2015-09-08,14.061965454616018
2015-09-09,12.814955558498157
2015-09-10,12.169210482556476
2015-09-11,12.7591273478709
2015-09-12,14.164199777626852
2015-09-13,12.342463640380695
2015-09-14,14.849626019931799
2015-09-15,14.939870274131568
2015-09-16,13.789187419655788
2015-09-17,13.233159567110544
2015-09-18,13.901851665675299
2015-09-19,15.370604446736689
2015-09-20,13.59358651573855
2015-09-21,16.12302256554457
2015-09-22,16.21008818090748
2015-09-23,15.028319330958876
2015-09-24,14.411460437992222
2015-09-25,14.988405792016968
2015-09-26,16.3340260915708
2015-09-27,14.402737354723156
2015-09-28,16.74772888555787
2015-09-29,16.621840897357895
2015-09-30,15.200940432488554
2015-10-01,14.321720403382466
2015-10-02,14.616577825206175
2015-10-03,15.664364649659067
2015-10-04,13.423870356239725
2015-10-05,15.45295513080069
2015-10-06,15.009326552852972
2015-10-07,13.273810868192115
2015-10-08,12.088046161795969
2015-10-09,12.089255984597104
2015-10-10,12.860899257507892
2015-10-11,10.366057896487515
2015-10-12,12.166483094966786
2015-10-13,11.523295062709117
2015-10-14,9.620188904577963
2015-10-15,8.301075256433773
2015-10-16,8.204815203414348
2015-10-17,8.91584592876382
2015-10-18,6.397558806190777
2015-10-19,8.21135080900819
2015-10-20,7.617343501435911
2015-10-21,5.79762175370971
2015-10-22,4.5939195347492525
2015-10-23,4.642411095492661
2015-10-24,5.52440242495791
2015-10-25,3.1997829639407764
2015-10-26,5.22615656395101
2015-10-27,4.859644110872756
2015-10-28,3.278207754796498
2015-10-29,2.3194223348346177
2015-10-30,2.615350289584962
2015-10-31,3.743313144711269
2015-11-01,1.659417895934526
2015-11-02,3.9177557894082513
2015-11-03,3.7712646442910733
2015-11-04,2.395103618914802
2015-11-05,1.6244652204279504
2015-11-06,2.089480321192843
2015-11-07,3.3660090100224
2015-11-08,1.4091755932944618
2015-11-09,3.7725654949341387
2015-11-10,3.709075680299479
2015-11-11,2.3942681977476856
2015-11-12,1.6641525161891195
2015-11-13,2.1500534563746934
2015-11-14,3.429358702231588
2015-11-15,1.4590054555735374
2015-11-16,3.794625285843819
2015-11-17,3.6913401233892484
2015-11-18,2.3270603001388865
2015-11-19,1.540211581945166
2015-11-20,1.9645491829495256
2015-11-21,3.179853843327933
2015-11-22,1.1453705089841622
2015-11-23,3.418909504343102
2015-11-24,3.2576038376465433
2015-11-25,1.8411740776930507
2015-11-26,1.0096281220853518
2015-11-27,1.3980540659679246
2015-11-28,2.5873013189317158
2015-11-29,0.5374104324384197
2015-11-30,2.8067113224656675
2015-12-01,2.652583205248766
2015-12-02,1.2547272655982207
2015-12-03,0.4528788790019922
2015-12-04,0.8816170374352978
2015-12-05,2.121065526315589
2015-12-06,0.1303456928348492
