ds,yhat
2015-01-01,1.3657412161623608
2015-01-02,2.718858246971573
2015-01-03,2.992432712364562
2015-01-04,2.667800629824977
2015-01-05,2.588938283638325
2015-01-06,4.085489000790423
2015-01-07,2.8924532796036213
2015-01-08,1.9394161674553763
2015-01-09,3.0919558749951666
2015-01-10,3.159887105223946
2015-01-11,2.6294180332238275
2015-01-12,2.3493507624635694
2015-01-13,3.653994960359525
2015-01-14,2.282748998393937
2015-01-15,1.1692251001476164
2015-01-16,2.1825649323716725
2015-01-17,2.135601345821373
2015-01-18,1.5169471557427716
2015-01-19,1.1771424188985948
2015-01-20,2.451531177108378
2015-01-21,1.0798228638778138
2015-01-22,-0.004784669648090656
2015-01-23,1.06572594784826
2015-01-24,1.102386083661429
2015-01-25,0.5913790066170757
2015-01-26,0.38025144241959463
2015-01-27,1.8008681379697409
2015-01-28,0.5890626859383845
2015-01-29,-0.3261406665694446
2015-01-30,0.9189097678886808
2015-01-31,1.130797541722413
2015-02-01,0.7912874516942559
2015-02-02,0.7436473155821011
2015-02-03,2.3157087602985125
2015-02-04,1.2396176290533374
2015-02-05,0.4411462557541901
2015-02-06,1.7812093543451972
2015-02-07,2.0642342264792584
2015-02-08,1.770460982300535
2015-02-09,1.7422989736276948
2015-02-10,3.307405220650801
2015-02-11,2.1984350377048525
2015-02-12,1.3423371463356437
2015-02-13,2.601835504266495
2015-02-14,2.7837494638594786
2015-02-15,2.371229270820624
2015-02-16,2.2100347914645355
2015-02-17,3.6315252680130614
2015-02-18,2.372312604302715
2015-02-19,1.363452986043777
2015-02-20,2.4718217355437
2015-02-21,2.5083257715162444
2015-02-22,1.9600334580892582
2015-02-23,1.6763524481667575
2015-02-24,2.9919259119842274
2015-02-25,1.646202051757121
2015-02-26,0.5725538504313015
2015-02-27,1.6395957881842866
2015-02-28,1.6593533735686448
2015-03-01,1.119366353673871
2015-03-02,0.8688568650172028
2015-03-03,2.2416331316594933
2015-03-04,0.9756833804866725
2015-03-05,0.0023362504261594808
2015-03-06,1.1876333347903252
2015-03-07,1.3405682149390952
2015-03-08,0.9452710050615467
2015-03-09,0.8472675179627247
2015-03-10,2.376481255016884
2015-03-11,1.2669302986870932
2015-03-12,0.4459926720461844
2015-03-13,1.7758830426298964
2015-03-14,2.0619923897745926
2015-03-15,1.7851670107901887
2015-03-16,1.7880534954210923
2015-03-17,3.3981756206277165
2015-03-18,2.3476932813343097
2015-03-19,1.5627153988562839
2015-03-20,2.904808444658317
2015-03-21,3.1793513743061377
2015-03-22,2.8678129602932874
2015-03-23,2.8140782142490415
2015-03-24,4.347490357954382
2015-03-25,3.2025593993555477
2015-03-26,2.308210604346494
2015-03-27,3.5292162241411154
2015-03-28,3.6744633230404755
2015-03-29,3.2291360190607197
2015-03-30,3.0409413643037637
2015-03-31,4.443048006448007
2015-04-01,3.17369144436505
2015-04-02,2.165321927359713
2015-04-03,3.285941045376547
2015-04-04,3.3472824003849446
2015-04-05,2.8369170066746987
2015-04-06,2.6044147105549875
2015-04-07,3.9842325073362357
2015-04-08,2.7152849319227457
