ds,yhat
2015-01-01,-1.2848261515326365
2015-01-02,-0.3041880564424906
2015-01-03,-0.10208306184958849
2015-01-04,-0.7939500136112034
2015-01-05,-0.4529785852765693
2015-01-06,0.19078655641937692
2015-01-07,-0.5796814504358774
2015-01-08,-1.3845655137515482
2015-01-09,-0.4292240949314592
2015-01-10,-0.2456097242266928
2015-01-11,-0.9489816957648101
2015-01-12,-0.6125630121268646
2015-01-13,0.03337064312057558
2015-01-14,-0.7286161763469101
2015-01-15,-1.5192683802366238
2015-01-16,-0.544632649414655
2015-01-17,-0.3374467307278106
2015-01-18,-1.0138219327989026
2015-01-19,-0.6478699137542216
2015-01-20,0.029237493052910235
2015-01-21,-0.7008115505675967
2015-01-22,-1.4595940064115331
2015-01-23,-0.4539230014034277
2015-01-24,-0.21721967032263967
2015-01-25,-0.8661823546118432
2015-01-26,-0.47540442628324886
2015-01-27,0.22357050124891265
2015-01-28,-0.4878308498522954
2015-01-29,-1.2313400567773054
2015-01-30,-0.21382506173641236
2015-01-31,0.03132797684663613
2015-02-01,-0.6124668977175385
2015-02-02,-0.2196273528505337
2015-02-03,0.4785269310578433
2015-02-04,-0.23632054906767586
2015-02-05,-0.9856267500947764
2015-02-06,0.024018883990016615
2015-02-07,0.25950019886723785
2015-02-08,-0.39551755281625933
2015-02-09,-0.01522748522100148
2015-02-10,0.6692434445466073
2015-02-11,-0.06026273912897473
2015-02-12,-0.8250782284870417
2015-02-13,0.16830162945376737
2015-02-14,0.386829610290651
2015-02-15,-0.28577772955882574
2015-02-16,0.076329297210453
2015-02-17,0.7420682089498296
2015-02-18,-0.006662172884182471
2015-02-19,-0.7911144108186465
2015-02-20,0.18232837573270233
2015-02-21,0.3807722217658256
2015-02-22,-0.3118654592713641
2015-02-23,0.030517706728632632
2015-02-24,0.6771452795188182
2015-02-25,-0.08972597071955679
2015-02-26,-0.890943312483186
2015-02-27,0.06755508560633894
2015-02-28,0.25334917409442914
2015-03-01,-0.4491541919721693
2015-03-02,-0.11336347182060358
2015-03-03,0.5304161238691978
2015-03-04,-0.23512426347905624
2015-03-05,-1.0304538861157857
2015-03-06,-0.06120858170684018
2015-03-07,0.14039985640727082
2015-03-08,-0.5411242052174408
2015-03-09,-0.17921665364329042
2015-03-10,0.49565391628238675
2015-03-11,-0.2341279108848111
2015-03-12,-0.9894840154152171
2015-03-13,0.02335287463673108
2015-03-14,0.2714365717017104
2015-03-15,-0.3615886661573433
2015-03-16,0.04987218297714513
2015-03-17,0.7742938615955639
2015-03-18,0.09294237518270387
2015-03-19,-0.616255351278105
2015-03-20,0.43931634096122707
2015-03-21,0.7255934460639155
2015-03-22,0.12517144095294475
2015-03-23,0.5627008081705251
2015-03-24,1.3058500462638198
2015-03-25,0.6352489884652401
2015-03-26,-0.07161314552899789
2015-03-27,0.9776640341672405
2015-03-28,1.2490422822768874
2015-03-29,0.6253962589606386
2015-03-30,1.031914580695549
2015-03-31,1.7370610119427943
2015-04-01,1.0225083421103278
2015-04-02,0.26701931710845717
2015-04-03,1.2644737986251866
2015-04-04,1.4824872365620605
2015-04-05,0.8057240232118503
2015-04-06,1.1612547427240685
2015-04-07,1.8194689918879057
2015-04-08,1.0639575338939506
2015-04-09,0.275339511055277
2015-04-10,1.2492353539538419
2015-04-11,1.4548319922126471
2015-04-12,0.7781454874430453
2015-04-13,1.147331621344573
2015-04-14,1.8335575687598697
2015-04-15,1.1208497570331772
2015-04-16,0.3898948225392771
2015-04-17,1.4359952896132864
2015-04-18,1.7276273459016962
2015-04-19,1.1497063372654792
2015-04-20,1.628910750280579
2015-04-21,2.434577754718334
2015-04-22,1.8485850559234986
2015-04-23,1.2491953256130541
2015-04-24,2.4290639141459325
2015-04-25,2.853856036845074
2015-04-26,2.405577644072914
2015-04-27,3.007969133109964
2015-04-28,3.927473208505934
2015-04-29,3.443189766255534
2015-04-30,2.9307921369041106
2015-05-01,4.180603451644471
2015-05-02,4.656277433146373
2015-05-03,4.238186031900876
2015-05-04,4.848861430376843
2015-05-05,5.754002287347521
2015-05-06,5.232455907652052
2015-05-07,4.660149763550532
2015-05-08,5.828170533351409
2015-05-09,6.201434692194171
2015-05-10,5.662053152650088
2015-05-11,6.134737900468461
2015-05-12,6.8877612600358
2015-05-13,6.202880559374401
2015-05-14,5.45920300197777
2015-05-15,6.451190554148962
2015-05-16,6.647250745594539
2015-05-17,5.9330179145890956
2015-05-18,6.2366749935612305
2015-05-19,6.829828679060728
2015-05-20,5.997352964071434
2015-05-21,5.121177986247165
2015-05-22,5.998226025691993
2015-05-23,6.098942397097771
2015-05-24,5.310527384604409
2015-05-25,5.562220656310404
2015-05-26,6.126152028667587
2015-05-27,5.287174240122919
2015-05-28,4.426655003219921
2015-05-29,5.340430108113017
2015-05-30,5.497364884889672
2015-05-31,4.782629369457955
2015-06-01,5.1230374604321005
2015-06-02,5.787962472507578
2015-06-03,5.05924300486182
2015-06-04,4.315054424308241
2015-06-05,5.347945591853453
2015-06-06,5.62348587993682
2015-06-07,5.023625511896695
2015-06-08,5.472117208791124
2015-06-09,6.235509322107623
2015-06-10,5.593122281387548
2015-06-11,4.920981763149203
2015-06-12,6.009906565748329
2015-06-13,6.324194889237363
2015-06-14,5.745011037230929
2015-06-15,6.19581987415213
2015-06-16,6.943378945527023
2015-06-17,6.267700208576631
2015-06-18,5.545955283172043
2015-06-19,6.570523082957564
2015-06-20,6.8076247472632465
2015-06-21,6.1406494242603
2015-06-22,6.495520040006978
2015-06-23,7.141610978947979
2015-06-24,6.361631799701282
